commune,code_departement,dmaj,insee,region,departement,commune_1,appellation_courante,adresse_1,siecle,date_de_protection,precision_sur_la_protection,auteur,statut,description,historique,affectataire,adresse,ancienne_region,reference,contact,longitude,latitude,coordonnees,x_commune_code,x_commune_name,x_epci_code,x_epci_name,x_arrondissement_code,x_arrondissement_name,x_departement_code,x_departement_name,x_region_code,x_region_name
Etrat (L'),42,2021-11-08,42092,Auvergne-Rhône-Alpes,Loire,L'Etrat,Château de Vivert,,16e siècle,1946/03/06 : inscrit MH partiellement,Tours avec canonnières tournantes : inscription par arrêté du 6 mars 1946,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117484,mediatheque.patrimoine@culture.gouv.fr,,,,42092,L'Étrat,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Feurs,42,2021-02-02,42094,Auvergne-Rhône-Alpes,Loire,Feurs,Forum gallo-romain (vestiges),,Gallo-romain,1983/12/27 : inscrit MH,"Forum gallo-romain (vestiges) (cad. AC 92 à 151, 153 à 174, 514, 515) : inscription par arrêté du 27 décembre 1983",,propriété de la commune ; propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117485,mediatheque.patrimoine@culture.gouv.fr,4.22507664374751,45.7445282890313,"45.7445282890313,4.22507664374751",42094,Feurs,200065894,CC de Forez-Est,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Feurs,42,2021-02-02,42094,Auvergne-Rhône-Alpes,Loire,Feurs,Eglise paroissiale Notre-Dame,,15e siècle;17e siècle;19e siècle,1991/11/19 : inscrit MH,Eglise paroissiale Notre-Dame (cad. AC 37) : inscription par arrêté du 19 novembre 1991,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117695,mediatheque.patrimoine@culture.gouv.fr,4.22215647364149,45.7438004306164,"45.7438004306164,4.22215647364149",42094,Feurs,200065894,CC de Forez-Est,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Feurs,42,2021-02-02,42094,Auvergne-Rhône-Alpes,Loire,Feurs,Murs romains et fortifications,,Gallo-romain;15e siècle,1925/02/23 : inscrit MH,Murs romains et fortifications du 15e siècle dans l'ancien jardin de la cure : inscription par arrêté du 23 février 1925,,propriété de la commune ; propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117486,mediatheque.patrimoine@culture.gouv.fr,4.22427946227875,45.7445203916027,"45.7445203916027,4.22427946227875",42094,Feurs,200065894,CC de Forez-Est,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Feurs,42,2021-02-02,42094,Auvergne-Rhône-Alpes,Loire,Feurs,Domaine de Bigny,,2e moitié 18e siècle,2004/05/11 : inscrit MH,"Le domaine dans son ensemble : le château (façades et toitures) , le parc clos de mur avec le fronton, les communs et les bâtiments annexes, remise à voitures, pigeonnier et l'allée d'arbres (cad. AY 1 à 4, 7 à 11, 19, 21) : inscription par arrêté du 11 mai 2004",Del Gabbio Michel-Ange (architecte),propriété privée,,"Du 18e au 20e siècle, le domaine est le siège d'une exploitation rurale.Vers 1770, l'architecte italien Michel-Ange del Gabbio propose un agrandissement de la demeure. Ses plans reflètent une influence italienne (trois escaliers avec rampe sur rampe ; fronton triangulaire à l'avant-corps central) et française (survivance des enfilades ; alcôves...). Cette conjonction d'influences marque un moment clé de l'histoire de l'architecture ligérienne à la fin du 18e siècle.",,,Anciennement région de : Rhône-Alpes,PA42000020,mediatheque.patrimoine@culture.gouv.fr,4.20048834682951,45.7448930968404,"45.7448930968404,4.20048834682951",42094,Feurs,200065894,CC de Forez-Est,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Firminy,42,2020-11-17,42095,Auvergne-Rhône-Alpes,Loire,Firminy,Eglise Saint-Pierre (ancienne),,12e siècle,1927/07/27 : inscrit MH partiellement,Portail : inscription par arrêté du 27 juillet 1927 et par arrêté du 10 juin 1932,,propriété d'une association,,,,,Anciennement région de : Rhône-Alpes,PA00117488,mediatheque.patrimoine@culture.gouv.fr,,,,42095,Firminy,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Firminy,42,2021-02-02,42095,Auvergne-Rhône-Alpes,Loire,Firminy,Eglise Saint-Pierre de Firminy,chemin de Sous-Marquant,3e quart 20e siècle,2012/05/30 : classé MH,"L'église, son terrain d'assiette et les parcelles supportant son aménagement paysager, en totalité (cad. AO 86, 299) : classement par arrêté du 30 mai 2012",Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);;;Oubrerie José (architecte);;;Claudius-Petit Eugène (commanditaire),propriété de la commune ; propriété d'une communauté d'agglomération,,"L'église est commandée par Eugène Claudius-Petit, maire de Firminy de 1953 à 1971 comme élément d'un centre civique comprenant une unité d'habitations, un stade et une maison de la culture. Le Corbusier réalise les études pour l'église entre 1961 et 1964, mais les travaux ne commenceront qu'en 1971. Jusqu'en 1976, la construction en béton des cinq premiers niveaux se poursuit, mais le manque de fonds empêche de terminer la construction : l'église reste inachevée. Ils ont repris en 2004 sous la direction de José Oubrerie qui avait collaboré au projet, pour sachever en 2006. Lensemble architectural de Le Corbusier à Firminy est proposé pour figurer sur la liste du patrimoine mondial de lUnesco.",,Sous-Marquant (chemin de),Anciennement région de : Rhône-Alpes,PA42000001,mediatheque.patrimoine@culture.gouv.fr,4.28633971798619,45.3835611500229,"45.3835611500229,4.28633971798619",42095,Firminy,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Firminy,42,2021-02-02,42095,Auvergne-Rhône-Alpes,Loire,Firminy,Château des Bruneaux,,4e quart 18e siècle,1975/11/21 : inscrit MH partiellement,"Façades et toitures ; pièces suivantes avec leur décor : hall d'entrée avec son plafond, grand salon d'angle Nord-Est, salon Est à la suite du grand salon d'angle et grande salle Nord-Ouest au rez-de-chaussée, chambre Nord-Est avec alcôve au premier étage au-dessus du grand salon d'angle (cad. A 1914) : inscription par arrêté du 21 novembre 1975",,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117487,mediatheque.patrimoine@culture.gouv.fr,4.28225980143073,45.38049960783,"45.38049960783,4.28225980143073",42095,Firminy,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Firminy,42,2021-02-02,42095,Auvergne-Rhône-Alpes,Loire,Firminy,Maison de la Culture Le Corbusier,,3e quart 20e siècle,1984/10/08 : classé MH,La Maison de la Culture (cad. AO 31) : classement par arrêté du 8 octobre 1984,Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);;Guariche Pierre (architecte),propriété de la commune,,"Maison de la Culture et de la Jeunesse faisant partie du projet Firminy-vert, réalisé par Le Corbusier entre 1953 et 1962 à l'instigation d'Eugène Caudius-Petit, maire de la ville. Lors d'un premier projet, l'élévation sert d'auvent pour la tribune du stade mais les deux projets sont ensuite dissociés. Le Corbusier conserve cependant le parti architectural de cette contrainte, réalisant, de 1961 à 1965, un édifice rectangulaire long de 112 mètres avec une toiture suspendue de béton cellulaire, reposant sur des câbles. L'aménagement intérieur est réalisé par l'architecte Pierre Guariche. Le pignon sud est orné d'un moulage signé de Le Corbusier. Rebaptisé ""Espace Le Corbusier"", l'édifice est toujours utilisé comme centre culturel.",,,Anciennement région de : Rhône-Alpes,PA00117489,mediatheque.patrimoine@culture.gouv.fr,4.28917084043659,45.3832454467077,"45.3832454467077,4.28917084043659",42095,Firminy,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Firminy,42,2021-02-02,42095,Auvergne-Rhône-Alpes,Loire,Firminy,Unité d'habitation construite par Le Corbusier,,3e quart 20e siècle,1993/09/09 : classé MH . 2010/09/24 : classé MH,"Les façades et toitures de l'unité d'habitation, ainsi que l'école à l'intérieur de l'immeuble (cad. A1 1689, 1691, 1695, 1697, 1699, 1701, 1703) : classement par arrêté du 9 septembre 1993 - Le hall d'entrée, ainsi que l'appartement témoin dit « papier peint » de l'unité d'habitation (cad. AY 3, lieudit les Bruneaux, lot n° 7 pour l'appartement) : classement par arrêté du 24 septembre 2010",Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);;Wogenscky André (architecte),propriété de la commune ; propriété d'un établissement public communal,,"""Unité d'habitation de grandeur conforme"" de l'architecte Le Corbusier. Les travaux commencent en 1964, et sont achevés par l'architecte André Wogenscky, associé de Le Corbusier, en 1967. Cet immeuble, la dernière grande unité d'habitation conçue par Le Corbusier, et assez proche du modèle de Marseille (voir notice PA00081373) , est construit dans le cadre du projet Firminy-vert réalisé à l'instigation d'Eugène Claudius-Petit, maire de la ville et président de l'Office municipal des HLM. L'édifice comporte 414 logements de type HLM, ainsi qu'une école maternelle, sur trois niveaux, au sommet de l'édifice (16e étage). L'unité est construite sur pilotis et mesure 130 mètres de longueur ; la structure de l'édifice est composée de dalles et de voiles de béton ; les parois et les sols sont en béton brut de décoffrage. L'aile nord de l'immeuble, jamais occupée entièrement, est mise en réserve en 1985.",,,Anciennement région de : Rhône-Alpes,PA00125742,mediatheque.patrimoine@culture.gouv.fr,4.281272471893454,45.377862759539376,"45.377862759539376,4.281272471893454",42095,Firminy,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Firminy,42,2021-02-02,42095,Auvergne-Rhône-Alpes,Loire,Firminy,Stade Le Corbusier,,3e quart 20e siècle,1984/10/08 : classé MH,"Le stade avec ses tribunes et son auvent couvrant la tribune (cad. AO 31, 87, 123 ; non cadastré, domaine public) : classement par arrêté du 8 octobre 1984",Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);;Wogenscky André (architecte),propriété de la commune,,"Indissociable du site de la Maison de la Culture, le stade est étudié par Le Corbusier à partir de 1955 dans le cadre du projet Firminy-vert, réalisé à l'instigation d'Eugène Claudius-Petit, maire de la ville et président de l'Office municipal des HLM. Le stade est construit de 1966 à 1968 par l'architecte André Wogenscky, associé de Le Corbusier. La contrainte particulière du site (une ancienne carrière de pierres) explique le plan en cuvette allongée taillée dans le roc. La tribune d'honneur de 4 000 places est couverte d'un auvent en béton armé.",,,Anciennement région de : Rhône-Alpes,PA00117490,mediatheque.patrimoine@culture.gouv.fr,4.28781788797398,45.3832873009827,"45.3832873009827,4.28781788797398",42095,Firminy,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Firminy,42,2021-02-02,42095,Auvergne-Rhône-Alpes,Loire,Firminy,Piscine municipale,rue Sadi-Carnot,3e quart 20e siècle,2005/07/18 : inscrit MH,"La piscine en totalité (cad. AO 298, 299) : inscription par arrêté du 18 juillet 2005",Wogenscky André (architecte),propriété de la commune,,"Entre 1953 et 1971, Eugène Claudius-Petit, maire de la commune, décide la création d'un nouveau quartier dit Firminy Vert, par opposition à Firminy Noir marqué par la mine et la métallurgie. Ce quartier devait être pourvu des derniers standards en qualité d'hygiène et de confort, ainsi que des équipements collectifs. Sur le plan de 1965, signé par Le Corbusier, l'ensemble comprend une piscine. Celle-ci est réalisée par André Wogenscky et ouverte en 1971. C'est un bâtiment de verre et de béton rythmé par des alternances verticales et horizontales des châssis couvrant deux bassins. Les pans de verre suggèrent le plan ondulatoire utilisé par Le Corbusier pour les vitrages de la maison des jeunes et des locaux du stade. Dans le hall, alternance de béton brut, de surfaces peintes en blanc et, dans le puits de lumière central, de couleurs vives au niveau du garde-corps. Un pan entièrement vitré laisse voir les bassins. Les douches communes sont composées de six bandeaux métalliques verticaux. Au premier étage, le bar présente des volumes géométriques et des couleurs. Derrière lui se trouve le solarium.",,Sadi-Carnot (rue),Anciennement région de : Rhône-Alpes,PA42000023,mediatheque.patrimoine@culture.gouv.fr,4.28688133482085,45.3841424601303,"45.3841424601303,4.28688133482085",42095,Firminy,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Fourneaux,42,2020-11-17,42098,Auvergne-Rhône-Alpes,Loire,Fourneaux,Château de l'Aubépin,,2e moitié 15e siècle;16e siècle;17e siècle;18e siècle;19e siècle,1989/11/16 : inscrit MH partiellement ; 1991/02/26 : classé MH,"Château, sauf parties classées ; pavillon de Sainte-Agathe (cad. C 254, 260) : inscription par arrêté du 16 novembre 1989 ; Façades et toitures du château ; pavillon d'entrée ; cour intérieure avec sa galerie ; grande salle du rez-de-chaussée avec sa cheminée ; parc, y compris l'ancien potager ; tennis (cad. C 255 à 260, 262, 263) : classement par arrêté du 26 février 1991",,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117491,mediatheque.patrimoine@culture.gouv.fr,,,,42098,Fourneaux,244200630,CC LOIRE RHONE,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Fourneaux,42,2021-02-02,42098,Auvergne-Rhône-Alpes,Loire,Fourneaux,Château de Sarron,,14e siècle;16e siècle;17e siècle,2000/06/29 : inscrit MH,"Château comprenant : l'ancienne allée d'accès ; le château en totalité ; la chapelle en totalité ; les anciens fossés et murs d'enceinte ; la terrasse avec son mur de soutènement ; les communs et les tourelles d'angle en totalité ; le potager, le canal dans la prairie ; la prairie et l'étang en contrebas du château (cad. A lieudit Sarron, 265 (prairie) , 269 (étang) , 270 (canal) , 278 (ancienne allée d'accès) , 281 (tourelle nord) , 282 (tourelle est) , 283 (potager) , 284 (château) , 285 (commun et tourelle sud) , 286 (communs) , 287 (terrasse et anciens fossés) , 288 (chapelle) ) : inscription par arrêté 29 juin 2000",,propriété privée,,"Appelé également Château des Forges, cet édifice mentionné dès le 14e siècle constitue l'exemple d'une maison forte agrandie en demeure de plaisance aux 16e et 17e siècles. Le château de plan carré est flanqué de quatre tours quadrangulaires reliées entre elles par des corps de logis. Intérieurs transformés aux 18e et 19e siècles. La chapelle, édifiée au début du 19e siècle, a gardé son décor et son mobilier d'origine.",,,Anciennement région de : Rhône-Alpes,PA42000006,mediatheque.patrimoine@culture.gouv.fr,4.28962327794457,45.9587774603808,"45.9587774603808,4.28962327794457",42098,Fourneaux,244200630,CC LOIRE RHONE,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Fraisses,42,2020-11-17,42099,Auvergne-Rhône-Alpes,Loire,Fraisses,Château Dorian,,3e quart 19e siècle,1986/11/18 : classé MH ; 1986/11/18 : inscrit MH partiellement,"Vestibule, salle à manger, salon bleu (cad. A 39) : classement par arrêté du 18 novembre 1986 ; Château, sauf parties classées (cad. A 39) : inscription par arrêté du 18 novembre 1986",LEROUX (maître de l'oeuvre);;CHAPELON (maître de l'oeuvre),propriété d'une société privée,,,,,Anciennement région de : Rhône-Alpes,PA00117492,mediatheque.patrimoine@culture.gouv.fr,,,,42099,Fraisses,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Grammond,42,2021-02-02,42102,Auvergne-Rhône-Alpes,Loire,Grammond,Croix,,2e quart 16e siècle,1949/12/29 : inscrit MH,Croix datée de 1534 : inscription par arrêté du 29 décembre 1949,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117494,mediatheque.patrimoine@culture.gouv.fr,4.44093670070702,45.5658604680454,"45.5658604680454,4.44093670070702",42102,Grammond,200066587,CC des Monts du Lyonnais,421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Grand-Croix (La),42,2020-06-12,42103,Auvergne-Rhône-Alpes,Loire,La Grand-Croix,Pont de Chavillon,,3e quart 19e siècle,1995/03/21 : inscrit MH,"Pont (cad. A 524, 292, 928) : inscription par arrêté du 21 mars 1995, radié de l'inscription au titre des monuments historiques par arrêté du 14 mars 2017",,propriété de la commune ; propriété d'une société privée,,"Pont minier supportant une voie ferrée construit en 1856 pour permettre l'évacuation du charbon des puits de la concession Planèze et Combérigol jusqu'à la vallée du Gier. Ce pont faisait partie d'un embranchement de voie ferrée reliant les puits à la ligne Lyon-Saint-Etienne. Mesurant 8 m de haut et 13 m de long, sa structure s'appuie sur deux culées de grès houiller. Il était composé d'une charpente en bois de chêne : deux arcs enjambent la rivière, chaque arc était constitué de deux poutres cintrées et d'une sablière, le tout moisé et boulonné. Le pont de Chavillon était le seul vestige conservé en France d'un pont minier en bois. Ecroulé, les pièces de bois totalement dégradées, et donc définitivement détruit pour sa partie la plus intéressante, le pont de Chavillon a été radié de l'inscription au titre des monuments historiques.",,,Anciennement région de : Rhône-Alpes,PA00135647,mediatheque.patrimoine@culture.gouv.fr,,,,42103,La Grand-Croix,244200770,CU Saint-Etienne Métropole,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Grézolles,42,2021-02-02,42106,Auvergne-Rhône-Alpes,Loire,Grézolles,Chapelle Sainte-Barbe,,1er quart 16e siècle,1930/06/18 : classé MH,Chapelle Sainte-Barbe : classement par arrêté du 18 juin 1930,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117495,mediatheque.patrimoine@culture.gouv.fr,3.95414758131072,45.8627355305104,"45.8627355305104,3.95414758131072",42106,Grézolles,244200614,CC des Vals d'Aix et Isable,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Gumières,42,2021-02-02,42107,Auvergne-Rhône-Alpes,Loire,Gumières,Croix,,15e siècle,1926/01/07 : inscrit MH,Croix du 15e siècle située dans le cimetière : inscription par arrêté du 7 janvier 1926,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117496,mediatheque.patrimoine@culture.gouv.fr,3.98920432253585,45.5329808987907,"45.5329808987907,3.98920432253585",42107,Gumières,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Hôpital-sous-Rochefort (L'),42,2021-02-02,42109,Auvergne-Rhône-Alpes,Loire,L'Hôpital-sous-Rochefort,Eglise Notre-Dame,,12e siècle,1938/07/27 : classé MH,Eglise : classement par arrêté du 27 juillet 1938,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117497,mediatheque.patrimoine@culture.gouv.fr,3.93410679175747,45.7738285223283,"45.7738285223283,3.93410679175747",42109,L'Hôpital-sous-Rochefort,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Juré,42,2021-02-02,42116,Auvergne-Rhône-Alpes,Loire,Juré,Croix de Saint-Just,,1er quart 16e siècle,1949/12/29 : inscrit MH,Croix de Saint-Just datée de 1511 : inscription par arrêté du 29 décembre 1949,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117498,mediatheque.patrimoine@culture.gouv.fr,3.8853203522007,45.8843662935572,"45.8843662935572,3.8853203522007",42116,Juré,244200820,CC du Pays dUrfé,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Juré,42,2021-02-02,42116,Auvergne-Rhône-Alpes,Loire,Juré,"Ferme, au hameau de Terge",,18e siècle,1994/09/28 : inscrit MH partiellement,Façades et toitures de la ferme (maison à galerie et bâtiments d'exploitation) (cad. A 52) : inscription par arrêté du 28 septembre 1994,,propriété privée,,"Ensemble du 18e siècle caractéristique de la région du Forez, portant la mention 1752 sur la plaque foyère de la cuisine. Seul le hangar numéro 7 semble avoir été ajouté au 19e siècle. La ferme se compose de bâtiments autour d'une cour rectangulaire (maison d'habitation, granges, étables, porcherie, pigeonnier, remises...).",,,Anciennement région de : Rhône-Alpes,PA00132818,mediatheque.patrimoine@culture.gouv.fr,3.91914477122175,45.8688461031326,"45.8688461031326,3.91914477122175",42116,Juré,244200820,CC du Pays dUrfé,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Lay,42,2021-02-02,42118,Auvergne-Rhône-Alpes,Loire,Lay,Eglise,,1ère moitié 19e siècle,1991/11/19 : inscrit MH,Eglise (cad. B 75) : inscription par arrêté du 19 novembre 1991,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117696,mediatheque.patrimoine@culture.gouv.fr,4.21927873543507,45.9567390360844,"45.9567390360844,4.21927873543507",42118,Lay,244200630,CC LOIRE RHONE,422,Roanne,42,Loire,84,Auvergne-Rhône-Alpes
Lézigneux,42,2021-02-02,42122,Auvergne-Rhône-Alpes,Loire,Lézigneux,Eglise,,16e siècle,1947/06/17 : inscrit MH,Eglise et calvaire situé contre le côté Est (cad. E 165) : inscription par arrêté du 17 juin 1947,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117499,mediatheque.patrimoine@culture.gouv.fr,4.06024497811796,45.5669375266325,"45.5669375266325,4.06024497811796",42122,Lézigneux,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Lupé,42,2021-02-02,42124,Auvergne-Rhône-Alpes,Loire,Lupé,Château,,15e siècle;16e siècle;18e siècle,1981/04/06 : inscrit MH partiellement,"Façades et toitures ; portail d'entrée sur le parc ; cour intérieure avec son sol dallé ; escalier à vis ; pièces suivantes avec plafonds à la française ou plafonds à caissons : au rez-de-chaussée, salle avec sa peinture murale du 16e siècle représentant le château, salle lui faisant suite au Nord ; au premier étage, chambre à alcôve au Sud ; au deuxième étage, grande salle Nord, salle contiguë à l'Est et salle Ouest (cad. A 392, 394) : inscription par arrêté du 6 avril 1981",,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117500,mediatheque.patrimoine@culture.gouv.fr,4.70709579304535,45.3739111966271,"45.3739111966271,4.70709579304535",42124,Lupé,244200895,CC DU PILAT-RODHANIEN,423,Saint-Ãtienne,42,Loire,84,Auvergne-Rhône-Alpes
Luriecq,42,2021-02-02,42126,Auvergne-Rhône-Alpes,Loire,Luriecq,Dolmen de Roche-Cubertelle,,Néolithique (?);Chalcolithique (?),1916/09/02 : classé MH,Le dolmen : classement par arrêté du 2 septembre 1916,,propriété de l'Etat,,,,,Anciennement région de : Rhône-Alpes,PA00117501,mediatheque.patrimoine@culture.gouv.fr,4.08883837745902,45.4518774339632,"45.4518774339632,4.08883837745902",42126,Luriecq,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Luriecq,42,2021-02-02,42126,Auvergne-Rhône-Alpes,Loire,Luriecq,Eglise,,2e quart 16e siècle,1973/04/18 : classé MH,Eglise (cad. E 344) : classement par arrêté du 18 avril 1973,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117502,mediatheque.patrimoine@culture.gouv.fr,4.08025077285417,45.4515668322447,"45.4515668322447,4.08025077285417",42126,Luriecq,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Magneux-Haute-Rive,42,2021-02-02,42130,Auvergne-Rhône-Alpes,Loire,Magneux-Haute-Rive,Château,,18e siècle;19e siècle,1981/05/11 : inscrit MH partiellement,"Façades et toitures du château, des communs et du pigeonnier ; pièces suivantes avec leur décor : grand salon, salon de billard avec papier peint du Second Empire et salle à manger au rez-de-chaussée, chambre avec décor du Second Empire au Sud de la pièce centrale située sur le parc au premier étage (cad. C 146, 147) : inscription par arrêté du 11 mai 1981",,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117503,mediatheque.patrimoine@culture.gouv.fr,4.1729111598343,45.6655089635107,"45.6655089635107,4.1729111598343",42130,Magneux-Haute-Rive,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Marcilly-le-Châtel,42,2021-02-02,42134,Auvergne-Rhône-Alpes,Loire,Marcilly-le-Châtel,Eglise paroissiale Saint-Cyr,,4e quart 11e siècle;16e siècle;19e siècle,1991/11/19 : inscrit MH,Eglise paroissiale Saint-Cyr (cad. A 410) : inscription par arrêté du 19 novembre 1991,DULAC (maître de l'oeuvre),propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117697,mediatheque.patrimoine@culture.gouv.fr,4.0270539579777,45.6964300181883,"45.6964300181883,4.0270539579777",42134,Marcilly-le-Châtel,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Marcoux,42,2021-02-02,42136,Auvergne-Rhône-Alpes,Loire,Marcoux,Château de Goutelas,,2e quart 16e siècle;4e quart 18e siècle,1964/11/10 : inscrit MH partiellement,"Façades et toitures, grande salle, chapelle (cad. A 1473) : inscription par arrêté du 10 novembre 1964",GABBIO Michel (maître de l'oeuvre),propriété d'une société privée,,,,,Anciennement région de : Rhône-Alpes,PA00117504,mediatheque.patrimoine@culture.gouv.fr,4.00850373046375,45.7216649329427,"45.7216649329427,4.00850373046375",42136,Marcoux,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Margerie-Chantagret,42,2021-02-02,42137,Auvergne-Rhône-Alpes,Loire,Margerie-Chantagret,Croix en pierre,C.G.C. 5 ; V.C. 3,12e siècle;13e siècle,1942/03/23 : classé MH,Croix en pierre : classement par arrêté du 23 mars 1942,,propriété de la commune,,,,C.G.C. 5 ; V.C. 3,Anciennement région de : Rhône-Alpes,PA00117505,mediatheque.patrimoine@culture.gouv.fr,4.06395845752725,45.5224712093895,"45.5224712093895,4.06395845752725",42137,Margerie-Chantagret,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Marols,42,2021-02-02,42140,Auvergne-Rhône-Alpes,Loire,Marols,Eglise à l'exception de l'étage moderne qui couronne le clocher occidental,,12e siècle;13e siècle;15e siècle,1911/08/30 : classé MH,Eglise à l'exception de l'étage moderne qui couronne le clocher occidental : classement par arrêté du 30 août 1911,,propriété de la commune,,,,,Anciennement région de : Rhône-Alpes,PA00117506,mediatheque.patrimoine@culture.gouv.fr,4.04492212323683,45.4783069540613,"45.4783069540613,4.04492212323683",42140,Marols,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Marols,42,2020-11-17,42140,Auvergne-Rhône-Alpes,Loire,Marols,Immeuble Coste,,4e quart 13e siècle,1939/02/07 : inscrit MH partiellement,Echauguette sise sur l'angle de la propriété (vestige des anciennes fortifications) : inscription par arrêté du 7 février 1939,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117507,mediatheque.patrimoine@culture.gouv.fr,,,,42140,Marols,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Marols,42,2021-02-02,42140,Auvergne-Rhône-Alpes,Loire,Marols,Porte,,2e moitié 13e siècle,1941/08/09 : inscrit MH,Porte de la fin du 13e siècle située derrière le chevet de l'église : inscription par arrêté du 9 août 1941,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117508,mediatheque.patrimoine@culture.gouv.fr,4.04532252642304,45.4783019985017,"45.4783019985017,4.04532252642304",42140,Marols,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
Merle-Leignec,42,2019-05-15,42142,Auvergne-Rhône-Alpes,Loire,Merle-Leignec,Château de Leignecq (ancien),,12e siècle,1937/10/01 : inscrit MH,Château de Leignecq (restes de l'ancien) : inscription par arrêté du 1er octobre 1937,,propriété privée,,,,,Anciennement région de : Rhône-Alpes,PA00117509,mediatheque.patrimoine@culture.gouv.fr,,,,42142,Merle-Leignec,200065886,CA Loire Forez Agglomération (LFA),421,Montbrison,42,Loire,84,Auvergne-Rhône-Alpes
